,Problem,Answer,Grade
1018,"Mrs. Young makes bonnets for kids in the orphanage. On Monday, she made 10 bonnets, on Tuesday and Wednesday combined she made twice more than on Monday, while on Thursday she made 5 more than on Monday, and on Friday she made 5 less than on Thursday. Then, she divided up the bonnets evenly and sent them to 5 orphanages. How many bonnets did Mrs. Young send to each orphanage?","She made 10 x 2 = <<10*2=20>>20 bonnets on Tuesday and Wednesday.While on Thursday she made 10 + 5 = <<10+5=15>>15 bonnets.On Friday she made 15 - 5 = <<15-5=10>>10 bonnets.Mrs. Young made a total of 10 + 20 + 15 + 10 = <<10+20+15+10=55>>55 bonnets for the orphanage.Therefore, Mrs. Young sends 55 / 5 = <<55/5=11>>11 bonnets to each orphanage.#### 11", 6
1019,"To raise funds for her local soup kitchen, Didi enlisted the help of her family, friends, and neighbors. They donated 10 same-size cakes that she sliced into 8 slices per cake and started selling a slice for $1. A local business owner was so impressed by Didi's efforts that she offered to donate 50 cents for each slice Didi sold. A second business owner also offered to donate a quarter for each slice sold. If Didi sold all the slices, how much money did she raise?","All the cakes yielded 10 * 8 = <<10*8=80>>80 slicesSince Didi was selling each slice for $1, it means she sold everything for 80 * 1 = <<80*1=80>>80 dollars.The first business owner donated 50/100 * 80 = <<50/100*80=40>>40 dollars.The second business owner donated 25/100*80= <<25/100*80=20>>20 dollarsAdding both amounts gives 80 + 40 + 20 = <<80+40+20=140>>140 dollars#### 140", 6
1020,"Gilbert, the bearded dragon, eats 4 crickets per week when the temperature averages 90 degrees F per day, but he eats twice as many crickets per week when the temperature averages 100 degrees F.  How many crickets will he eat over 15 weeks if the temperature averages 90 degrees F for 80% of the time, and 100 degrees F for the remainder of the time?","It will be 90 degrees for 80% of the 15 weeks, for a total of 0.8*15=12 weeks.It will be 100 degrees F for the remainder of the 15 weeks, or 15-12=<<15-12=3>>3 weeks.During the 12 weeks when it averages 90 degrees F, he will eat 4 crickets per week for a total of 12*4=<<12*4=48>>48 crickets.When it averages 100 degrees F, he eats twice as many crickets per week as when it averages 90 degrees F per week, for a total of 2*4=8 crickets per week.During these 3 weeks, he will eat 8*3=<<8*3=24>>24 crickets.Therefore, over the 15 weeks, he will eat a total of 48+24=<<48+24=72>>72 crickets.#### 72", 6
1021,"In a fruit salad, there are raspberries, green grapes, and red grapes. There are seven more than 3 times the number of red grapes as green grapes. There are 5 less raspberries than green grapes. If there are 102 pieces of fruit in the salad, how many red grapes are in the salad?",Green grapes = GRed grapes = 3G + 7Raspberries = G - 5G + 3G + 7 + G - 5 = 1025G + 2 = 1025G = 100G = <<20=20>>203 * 20 + 7 = <<3*20+7=67>>67There are 67 red grapes.#### 67, 6
1022,"Robe's car broke and he used $10 from his savings to pay for the repair. Before the repair, he bought 2 kinds of spare parts. A corner light that costs twice the price of the repair fee, and two brake disks; each disk cost thrice the price of the corner light. After that, he had $480 savings left. How much money did Robe have saved before his car broke?","The corner light cost $10 x 2 = $<<10*2=20>>20.Each brake disk costs $20 x 3 = $<<20*3=60>>60.So, the total price of the brake disks is $60x 2 = $<<60*2=120>>120.He spent $10 + $20 + $120 = $<<10+20+120=150>>150 for the repair.Therefore, Robe has saved $480 + 150 = $<<480+150=630>>630 before his car broke.#### 630", 6
1023,"Arnold owns three cars. The first car averages 50 miles per gallon of gas. The second car averages 10 miles per gallon of gas. And the third car averages 15 miles per gallon of gas. He splits his 450-mile monthly driving mileage equally amongst his three cars.  If gas costs $2 per gallon, how much does he spend on gas each month?",He drives each vehicle 150 miles because 450 / 3 = <<450/3=150>>150The first car will need 3 gallons of gas because 150 / 50 = <<150/50=3>>3The second car will need 15 gallons of gas because 150 / 10 = <<150/10=15>>15The third car will need 10 gallons of gas because 150 / 15 = <<150/15=10>>10He will need 28 gallons in total because 3 + 15 + 10 = <<3+15+10=28>>28This will cost him $56 because 28 x $2 = $<<28*2=56>>56#### 56, 6
1024,Keaton has a farm of oranges and apples. He can harvest his oranges every 2 months and can sell the harvest for $50.  He can harvest his apples every 3 months and can sell this harvest for $30. How much money can Keaton earn every year?,"Keaton can harvest his oranges every year is 12/2=<<12/2=6>>6 times.So the total money he earns for his oranges every year is $50 x 6 = <<50*6=300>>300.He can harvest his apples 12/3= <<12/3=4>>4 times in a year.So the total money he earns for the apple in a year is $30 x 4 = <<30*4=120>>120.Therefore, the total money he earns for his oranges and apples is $300 + $120 = $<<300+120=420>>420.#### 420", 6
1025,"Thomas made 4 stacks of wooden blocks. The first stack was 7 blocks tall. The second stack was 3 blocks taller than the first. The third stack was 6 blocks shorter than the second stack, and the fourth stack was 10 blocks taller than the third stack. If the fifth stack has twice as many blocks as the second stack, how many blocks did Thomas use in all?",The second stack has 7 blocks + 3 blocks = <<7+3=10>>10 blocks.The third stack has 10 blocks - 6 blocks = <<10-6=4>>4 blocks.The fourth stack has 4 blocks + 10 blocks = <<4+10=14>>14 blocks.The fifth stack has 10 blocks x 2 = <<10*2=20>>20 blocks.In total there are 7 blocks + 10 blocks + 4 blocks + 14 blocks + 20 blocks = <<7+10+4+14+20=55>>55 blocks.#### 55, 6
1026,"Nina has four times more math homework and eight times more reading homework than Ruby. If Ruby has six math homework and two reading homework, how much homework is Nina having altogether?","Nina has four times more math homework than Ruby, meaning she has 6*4 = <<4*6=24>>24 more math homework than Ruby.The total number of math homework that Nina has is 24+6= <<24+6=30>>30Nina also has eight times more reading homework than Ruby, a total of 8*2 = <<8*2=16>>16 more reading homework.In total, Nina has 16+2 = <<16+2=18>>18 reading homework.Altogether, Ruby has 18+30 = <<18+30=48>>48 homework.#### 48", 6
1027,Laura’s House is a 20-mile round trip from her school. The supermarket is 10 miles farther away from the school. If Laura drives to school every morning and two afternoons a week drives to the supermarket. How many miles does Laura driver per week?,"7 days a week Laura drives 20 miles to school, so Laura drives 7 x 20 = <<7*20=140>>140 miles to school in one week.The supermarket is 10 miles farther away than the school. Therefore the supermarket is 10 + 10 = <<10+10=20>>20 miles away from Laura’s houseLaura drives 20 miles each way to and from the supermarket. Each trip is 20 x 2 = <<20*2=40>>40 miles.Laura drives 40 miles twice a week to visit the supermarket. Therefore she drives 40 x 2 =<<40*2=80>>80 miles in total a week to and from the supermarket.In total Laura drives 140 + 80 = <<140+80=220>>220 miles each week.#### 220", 6
1028,"An employee makes 30 dollars an hour for the first 40 hours in the workweek and an additional 50% for every hour above 40 in the week.  If he works 6 hours for the first 3 days in the workweek and twice as many hours per day for the remaining 2 days, how much money did he make?",His overtime pay per hour is 30*1.5=$<<30*1.5=45>>45 per hourHe works 6*2=<<6*2=12>>12 hours per day for the last two days.He works 6+6+6+12+12=<<6+6+6+12+12=42>>42 hoursHe gets 42-40=<<42-40=2>>2 hours of overtime.He makes 40*30+2*45=$<<40*30+2*45=1290>>1290 for the week#### 1290, 6
1029,"Olaf collects colorful toy cars. At first, his collection consisted of 150 cars. His family, knowing his hobby, decided to give him some toy cars. Grandpa gave Olaf twice as many toy cars as the uncle. Dad gave Olaf 10 toy cars, 5 less than Mum. Auntie gave Olaf 6 toy cars, 1 more than the uncle. How many toy cars does Olaf have in total, after receiving all these gifts?","Dad gave Olaf 10 toy cars,Mom has given Olaf 5 more toy cars than Dad, so 10 + 5 = <<10+5=15>>15 toy carsAuntie gave Olaf 6 toy cars,Uncle has given 1 less toy than Auntie, so 6 - 1 = <<6-1=5>>5 toy carsGrandpa gave Olaf 2 * 5 = <<2*5=10>>10 toy cars.All the family together gave Olaf 10 +15 + 6 + 5 + 10 = <<10+15+6+5+10=46>>46.Adding the cars Olaf already had, Olaf's collection has 150 + 46 = <<150+46=196>>196 cars.#### 196", 6
1030,"Bill and Phil are firehouse Dalmatians. Bill has one less than twice as many spots as Phil. If they have 59 spots combined, how many spots does Bill have?","If b is the number of spots Bill has and p is the number of spots Phil has, we know that b + p = 59. We also know that b = 2p - 1.We can substitute the second equation into the first equation to get: 2p - 1 + p = 59Combining like terms, we get 3p - 1= 59Adding 1 to both sides, we get 3p = 60Dividing both sides by 3, we get p = 20Substituting this back into the equation b = 2p - 1, we get b = 2*20 - 1 = 40 - 1 = <<2*20-1=39>>39#### 39", 6
1031,"A vegan restaurant serves three kinds of protein: seitan, beans, and lentils. There are ten dishes on their menu. Two have beans and lentils, and two have beans and seitan. The remaining dishes only have one kind of protein in them. Half of the remaining dishes have only beans, and there are three times as many dishes with only beans as with only seitan. How many dishes include lentils?","The vegan restaurant serves 10 - 2 - 2 = <<10-2-2=6>>6 dishes with only one kind of protein.There are 6 / 2 = <<6/2=3>>3 dishes with only beans.There is 3 / 3 = <<3/3=1>>1 dish with only seitan.Thus, there are 6 - 3 - 1 = <<6-3-1=2>>2 dishes with only lentils.There are also 2 dishes with beans and lentils, so there are 2 + 2 = <<2+2=4>>4 dishes that include lentils.#### 4", 6
1032,"A building has 20 floors. Each floor is 3 meters high, except for the last two floors. The last two floors are each 0.5 meters higher. How tall is the building?","There are 20 - 2 = <<20-2=18>>18 floors that are each 3 meters high.So the first 18 floors is 18 x 3 = <<18*3=54>>54 meters high.The last two floors are each 3 + 0.5 = <<3+0.5=3.5>>3.5 meters high.So the total height of the last two floors is 3.5 x 2 = <<3.5*2=7>>7 meters.Therefore, the building is 54 + 7 = <<54+7=61>>61 meters high.#### 61", 6
1033,"A school canteen sells a sandwich at $2, a hamburger at $2, one stick of hotdog at $1, and a can of fruit juice at $2 each can. Selene buys three sandwiches and a can of fruit juice. Tanya buys two hamburgers and two cans of fruit juice.  How much do Selene and Tanya spend together?","Three sandwiches cost 3 x $2 = $<<3*2=6>>6.So, Selene spends $6 + $2 = $<<6+2=8>>8.Two hamburgers cost 2 x $2 = $<<2*2=4>>4.Two cans of fruit juice cost 2 x $2 = $<<2*2=4>>4.Thus, Tanyah spends $4 +$4 = $<<4+4=8>>8.Therefore, Selene and Tanya spend $8 + $8 = $<<8+8=16>>16.#### 16", 6
1034,Julia had to make 6 cakes for the party. Each cake takes 12 minutes to mix and needs 9 more minutes to bake than mix. Then it takes 6 more minutes to cool and decorate than to bake. How many hours will it take to make all 6 cakes?,"It takes 12 + 9 =<<12+9=21>>21 minutes to bake each cake.It takes 21 + 6 = <<21+6=27>>27 minutes to cool and decorate each cake.Therefore, it takes a total of 12 + 21 + 27 = <<12+21+27=60>>60 minutes to make one cake.Thus, it takes 60/60 = <<60/60=1>>1 hour to bake one cake.So, it will take 1 x 6 = <<6=6>>6 hours to bake all 6 cakes.#### 6", 6
1035,"In a store, there are three types of cheese: white, swiss, and blue cheese. Each cheese is packaged, and there are 200 grams of cheese in each package. The package prices are $5 for white cheese, $6 for swiss cheese, and $8 for blue cheese. Miley needed to get some for her party, and she decided to buy 5 packs of swiss cheese, 600 grams of blue cheese, and one-third less white cheese. How much did she need to pay for all the cheese?","For the swiss cheese, Miley paid 5 * 6 = $<<5*6=30>>30.600 grams of blue cheese means 600 / 200 = <<600/200=3>>3 packages.So for the blue cheese, Miley paid 3 * 8 = $<<3*8=24>>24.One-third of the blue cheese means 1/3 * 600 = <<1/3*600=200>>200 grams.So Miley bought only 600 - 200 = <<600-200=400>>400 grams of white cheese.Which means 400 / 200 = <<400/200=2>>2 packages.So for the white cheese, Miley paid 2 * 5 = $<<2*5=10>>10.So in total for all the cheese, Miley paid 30 + 24 + 10 = $<<30+24+10=64>>64.#### 64", 6
1036,"Jake's dad can drive the distance from their house to the water park in 30 minutes. He spends half that journey driving 28 miles per hour and the other half driving 60 miles per hour on the highway. If Jake can bike 11 miles per hour, how many hours will it take him to bike to the water park?",First find how long half Jake's dad's trip is: 30 minutes / 2 = <<30/2=15>>15 minutesThen convert the minutes to hours: 15 minutes * 1 hour/60 minutes = .25 hoursNow find how far Jake's dad travels at 28 miles per hour: .25 hours * 28 miles per hour = <<.25*28=7>>7 milesThen find how far Jake's dad travels at 60 miles per hour: .25 hours * 60 miles per hour = <<.25*60=15>>15 milesNow add those distances to find the total distance to the water park: 7 miles + 15 miles = <<7+15=22>>22 milesNow divide the total distance by Jake's speed to find how long it takes him: 22 miles / 11 miles/hour = <<22/11=2>>2 hours#### 2, 6
1037,Jenine can sharpen a pencil 5 times before it runs out. She needs to sharpen a pencil for every 1.5 hours of use. She already has ten pencils and needs to write for 105 hours. A new pencil costs $2. How much does she need to spend on more pencils to be able to write for 105 hours?,A pencil last 7.5 hours because 5 x 1.5 = <<5*1.5=7.5>>7.5The pencils she has will last 75 hours because 10 x 7.5 = <<10*7.5=75>>75She needs 30 more hours of writing because 105 - 75 = <<105-75=30>>30She will need 4 more pencils to reach this because 30 / 7.5 = <<30/7.5=4>>4She will spend $8 on pencils because 4 x 2 = <<4*2=8>>8#### 8, 6
